Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,Flow
09-May-2022,"2,250.22",-64.71,-2.80%,"2,265.00","2,240.01","2,301.54","2,040,143","4,620,382,379.00","208,048,153,728.26"
06-May-2022,"2,314.93",-15.18,-0.65%,"2,303.69","2,280.31","2,351.43","1,985,479","4,599,577,670.00","212,668,536,107.26"
05-May-2022,"2,330.11",-115.11,-4.71%,"2,404.08","2,300.12","2,420.78","2,292,029","5,350,557,790.00","217,268,113,777.26"
04-May-2022,"2,445.22",+98.54,+4.20%,"2,340.63","2,302.32","2,457.09","2,495,764","5,954,037,548.00","222,618,671,567.26"
03-May-2022,"2,346.68",+15.02,+0.64%,"2,328.61","2,320.69","2,368.84","1,248,368","2,928,062,124.00","216,664,634,019.26"
02-May-2022,"2,331.66",+49.47,+2.17%,"2,268.10","2,252.00","2,334.91","1,776,651","4,089,801,610.00","213,736,571,895.26"
29-Apr-2022,"2,282.19",-88.26,-3.72%,"2,334.69","2,276.29","2,358.40","2,133,800","4,928,528,424.00","209,646,770,285.26"
28-Apr-2022,"2,370.45",+84.56,+3.70%,"2,328.30","2,282.30","2,392.99","2,444,232","5,717,336,678.00","214,575,298,709.26"
27-Apr-2022,"2,285.89",-87.11,-3.67%,"2,289.39","2,254.73","2,344.84","4,591,029","10,526,417,246.00","208,857,962,031.26"
26-Apr-2022,"2,373.00",-88.48,-3.59%,"2,445.89","2,370.22","2,450.20","3,652,744","8,667,977,024.00","219,384,379,277.26"
25-Apr-2022,"2,461.48",+68.77,+2.87%,"2,382.02","2,370.22","2,465.55","2,306,413","5,611,146,886.00","228,052,356,301.26"
